z,theta_deg,n_distinct,pitch_um,span_um,counted_over_expected
16,225.0,103,276.48,27967.68,1.0082594065463444
16,230.625,83,198.72000000000003,27691.2,0.5913878562577447
16,236.25,85,233.28000000000003,27017.280000000002,0.7276474318325936
16,241.875,83,306.72,27414.72,0.9183419043166589
16,247.5,91,250.56,27648.0,0.8172808919170023
16,253.125,103,216.0,27492.480000000003,0.8029310882444652
16,258.75,78,293.76,27388.800000000003,0.8277153558052435
16,264.375,89,293.76,27008.640000000003,0.9575949367088608
16,270.0,103,250.56,27699.84,0.923338485316847
16,275.625,93,241.92000000000002,27708.480000000003,0.8049459041731066
16,281.25,94,259.20000000000005,28114.56,0.8587088915956151
16,286.875,79,216.0,27699.84,0.6112658619622408
16,292.5,109,224.64000000000001,27276.480000000003,0.8903550109959159
16,298.125,104,233.28000000000003,27077.760000000002,0.8883264789623536
16,303.75,103,198.72000000000003,27025.920000000002,0.7518248175182481
16,309.375,101,250.56,26732.160000000003,0.9378802433557477
16,315.0,117,250.56,27311.04,1.0636363636363637
16,320.625,122,250.56,27648.0,1.0956952616909261
16,326.25,115,276.48,27768.960000000003,1.1337030191004314
16,331.875,118,298.08000000000004,27794.88,1.2520375211440873
16,337.5,129,250.56,28321.920000000002,1.1312367704868462
16,343.125,123,263.52000000000004,28062.72,1.1442732957145036
16,348.75,133,388.8,29894.4,1.7075606276747504
16,354.375,135,466.56000000000006,32970.240000000005,1.883720930232558
48,0.0,87,393.12,31803.840000000004,1.0622568093385214
48,5.625,109,298.08000000000004,30637.440000000002,1.0502723083368244
48,11.25,103,224.64000000000001,29280.960000000003,0.7841874084919473
48,16.875,90,224.64000000000001,27501.120000000003,0.7291991274540356
48,22.5,96,241.92000000000002,26386.56,0.8721609344581441
48,28.125,73,276.48,25911.36,0.7707027383701749
48,33.75,80,224.64000000000001,25617.600000000002,0.6954195921096623
48,39.375,74,198.72000000000003,25574.4,0.5705665437479048
48,45.0,79,233.28000000000003,26256.960000000003,0.6956947162426614
48,50.625,92,241.92000000000002,26170.56,0.8426561988877985
48,56.25,97,190.08,26403.84,0.6933073424301495
48,61.875,105,220.32000000000002,26576.640000000003,0.8632919555054006
48,67.5,111,216.0,27267.84,0.872367180132034
48,73.125,111,203.04000000000002,27103.68,0.825344091124822
48,78.75,112,190.08,27259.2,0.775574441296821
48,84.375,117,220.32000000000002,27604.800000000003,0.9264089427107591
48,90.0,109,198.72000000000003,27812.160000000003,0.7732880937692782
48,95.625,110,207.36,27682.56,0.8178438661710037
48,101.25,99,181.44,27388.800000000003,0.6515198997179567
48,106.875,114,194.4,27267.84,0.8069844266163284
48,112.5,110,181.44,27259.2,0.7273299748110831
48,118.125,102,224.64000000000001,26879.04,0.8453936882371692
48,123.75,96,198.72000000000003,26645.760000000002,0.7106533633730286
48,129.375,97,216.0,26153.280000000002,0.7945609436435125
48,135.0,88,194.4,25168.320000000003,0.6745017884517118
48,140.625,81,267.84000000000003,25021.440000000002,0.8578749572941579
48,146.25,83,267.84000000000003,24684.480000000003,0.8909279778393352
48,151.875,88,216.0,24814.08,0.7594062823610632
48,157.5,88,259.20000000000005,24840.0,0.9087779690189329
48,163.125,91,276.48,25513.920000000002,0.9755443886097153
48,168.75,84,250.56,27233.280000000002,0.7657969192077962
48,174.375,96,315.36,30576.960000000003,0.9800027968116347
48,180.0,100,302.40000000000003,32520.960000000003,0.9212950776520137
48,185.625,93,267.84000000000003,30309.120000000003,0.8146369030799662
48,191.25,107,263.52000000000004,28684.800000000003,0.974033726309506
48,196.875,82,324.0,27613.440000000002,0.9509819081490644
48,202.5,69,259.20000000000005,27051.84,0.6548560582094274
48,208.125,66,259.20000000000005,26239.68,0.6455820019563091
48,213.75,86,254.88000000000002,26006.4,0.8346767560454021
48,219.375,77,233.28000000000003,26015.04,0.684331797235023
48,225.0,53,224.64000000000001,25634.88,0.4604076177748079
48,230.625,72,241.92000000000002,25246.08,0.6833898305084746
48,236.25,69,220.32000000000002,25064.640000000003,0.6012301383905689
48,241.875,62,241.92000000000002,24796.800000000003,0.5990338164251208
48,247.5,93,207.36,24796.800000000003,0.7712508638562543
48,253.125,57,233.28000000000003,24865.920000000002,0.5297762478485369
48,258.75,65,224.64000000000001,25004.16,0.5787671232876712
48,264.375,64,233.28000000000003,25315.2,0.5843760568143389
48,270.0,75,241.92000000000002,24952.320000000003,0.720164609053498
48,275.625,74,190.08,24770.88,0.5635167878158532
48,281.25,78,216.0,24779.52,0.6740407881092292
48,286.875,66,233.28000000000003,24624.0,0.6193952033368092
48,292.5,73,289.44,24649.920000000002,0.8472198163866274
48,298.125,72,250.56,24753.600000000002,0.7214927436074637
48,303.75,78,267.84000000000003,24598.08,0.8401667824878387
48,309.375,77,220.32000000000002,24814.08,0.6776531492666091
48,315.0,84,207.36,24926.4,0.693021656926779
48,320.625,71,367.20000000000005,25211.52,1.0192535044755953
48,326.25,83,216.0,25505.280000000002,0.6970104131676185
48,331.875,80,267.84000000000003,25090.56,0.8449744463373083
48,337.5,76,276.48,26118.72,0.7960720130932897
48,343.125,74,289.44,26671.68,0.7944239705175453
48,348.75,87,285.12,26827.2,0.9149139579349904
48,354.375,88,293.76,28028.160000000003,0.912751677852349
80,0.0,5,241.92000000000002,8786.880000000001,0.1339712918660287
80,5.625,7,267.84000000000003,9089.28,0.20036934441366575
80,11.25,15,224.64000000000001,12614.400000000001,0.26244952893674295
80,16.875,27,216.0,19595.52,0.2943741822939381
80,22.5,3,345.6,7102.080000000001,0.13921113689095127
80,28.125,0,nan,nan,nan
80,33.75,0,nan,nan,nan
80,39.375,0,nan,nan,nan
80,45.0,0,nan,nan,nan
80,50.625,5,289.44,1926.72,0.6530214424951267
80,56.25,4,375.84000000000003,1624.3200000000002,0.7516198704103672
80,61.875,10,371.52000000000004,2738.88,1.1944444444444444
80,67.5,4,233.28000000000003,1892.16,0.43902439024390244
80,73.125,2,146.88,388.8,0.5483870967741935
80,78.75,0,nan,nan,nan
80,84.375,0,nan,nan,nan
80,90.0,0,nan,nan,nan
80,95.625,0,nan,nan,nan
80,101.25,0,nan,nan,nan
80,106.875,0,nan,nan,nan
80,112.5,0,nan,nan,nan
80,118.125,0,nan,nan,nan
80,123.75,0,nan,nan,nan
80,129.375,0,nan,nan,nan
80,135.0,0,nan,nan,nan
80,140.625,0,nan,nan,nan
80,146.25,0,nan,nan,nan
80,151.875,0,nan,nan,nan
80,157.5,6,190.08,21124.800000000003,0.053506282934738546
80,163.125,14,276.48,21254.4,0.1797752808988764
80,168.75,10,276.48,20917.440000000002,0.1304525071341215
80,174.375,25,345.6,14100.480000000001,0.5980861244019139
80,180.0,19,293.76,16329.6,0.33575883575883575
80,185.625,3,216.0,1874.88,0.30991735537190085
80,191.25,11,328.32000000000005,7153.92,0.4826789838337182
80,196.875,7,233.28000000000003,7568.64,0.20930232558139536
80,202.5,11,233.28000000000003,8389.44,0.29759519038076154
80,208.125,9,250.56,7456.320000000001,0.29260089686098656
80,213.75,13,185.76000000000002,7680.960000000001,0.3069741900054915
80,219.375,12,164.16000000000003,6808.320000000001,0.2825278810408922
80,225.0,7,203.04000000000002,5736.96,0.23927272727272728
80,230.625,9,233.28000000000003,5970.240000000001,0.3384401114206128
80,236.25,11,207.36,5728.320000000001,0.38427947598253276
80,241.875,8,259.20000000000005,5745.6,0.3453237410071942
80,247.5,6,336.96000000000004,5823.360000000001,0.3281907433380084
80,253.125,6,302.40000000000003,5918.400000000001,0.29166666666666663
80,258.75,3,246.24,5140.8,0.13712910986367283
80,264.375,5,207.36,5166.72,0.19292604501607716
80,270.0,10,311.04,4985.280000000001,0.5872756933115824
80,275.625,6,211.68,4872.96,0.24978759558198813
80,281.25,7,177.12,4898.88,0.24425531914893617
80,286.875,8,155.52,4294.08,0.2796116504854369
80,292.5,5,254.88000000000002,5616.0,0.21707137601177334
80,298.125,7,228.96,5676.4800000000005,0.2713972201901975
80,303.75,8,203.04000000000002,6298.56,0.24983388704318937
80,309.375,10,241.92000000000002,6255.360000000001,0.3723404255319149
80,315.0,13,194.4,6886.080000000001,0.35692495424039045
80,320.625,15,315.36,7309.4400000000005,0.6203966005665723
80,326.25,24,263.52000000000004,8614.08,0.7124087591240875
80,331.875,18,246.24,9944.640000000001,0.4349300551080967
80,337.5,24,220.32000000000002,11750.400000000001,0.44171779141104295
80,343.125,19,228.96,15387.84,0.2785615491009682
80,348.75,24,216.0,17841.600000000002,0.28708133971291866
80,354.375,23,254.88000000000002,14247.36,0.4042299672326482
112,0.0,8,518.4000000000001,4985.280000000001,0.7535321821036106
112,5.625,6,220.32000000000002,4440.96,0.283595922150139
112,11.25,5,336.96000000000004,5253.120000000001,0.30139103554868624
112,16.875,6,181.44,3188.1600000000003,0.32307692307692304
112,22.5,6,285.12,3576.96,0.4429530201342282
112,28.125,15,250.56,4613.76,0.772646536412078
112,33.75,7,241.92000000000002,3395.5200000000004,0.4655581947743468
112,39.375,8,207.36,3317.76,0.47058823529411764
112,45.0,2,440.64000000000004,1615.68,0.4285714285714286
112,50.625,1,nan,nan,nan
112,56.25,0,nan,nan,nan
112,61.875,2,721.44,1442.88,0.6666666666666666
112,67.5,2,168.48000000000002,1848.96,0.1670235546038544
112,73.125,2,254.88000000000002,1676.16,0.2639821029082774
112,78.75,2,216.0,1434.24,0.2617801047120419
112,84.375,2,155.52,1598.4,0.1773399014778325
112,90.0,2,332.64000000000004,1874.88,0.3013698630136986
112,95.625,2,181.44,1710.72,0.1917808219178082
112,101.25,3,168.48000000000002,1382.4,0.32590529247910865
112,106.875,4,172.8,2142.7200000000003,0.29850746268656714
112,112.5,3,267.84000000000003,1702.0800000000002,0.40789473684210525
112,118.125,3,216.0,1278.72,0.43352601156069365
112,123.75,4,129.60000000000002,1555.2,0.3076923076923077
112,129.375,2,146.88,1546.5600000000002,0.17346938775510204
112,135.0,2,164.16000000000003,1045.44,0.2714285714285714
112,140.625,2,552.96,1105.92,0.6666666666666666
112,146.25,3,216.0,915.84,0.5725190839694656
112,151.875,2,190.08,898.5600000000001,0.3492063492063492
112,157.5,1,nan,nan,nan
112,163.125,2,311.04,1278.72,0.391304347826087
112,168.75,1,336.96000000000004,2004.48,0.14391143911439114
112,174.375,3,233.28000000000003,1788.48,0.3461538461538461
112,180.0,3,263.52000000000004,32901.12,0.023837436498632278
112,185.625,9,276.48,29937.600000000002,0.08235630540463254
112,191.25,11,259.20000000000005,25315.2,0.11148648648648649
112,196.875,8,207.36,22809.600000000002,0.07207207207207207
112,202.5,8,349.92,12994.560000000001,0.20977662674004532
112,208.125,5,224.64000000000001,9564.480000000001,0.1147396293027361
112,213.75,0,nan,nan,nan
112,219.375,0,nan,nan,nan
112,225.0,0,nan,nan,nan
112,230.625,0,nan,nan,nan
112,236.25,0,nan,nan,nan
112,241.875,0,nan,nan,nan
112,247.5,0,nan,nan,nan
112,253.125,0,nan,nan,nan
112,258.75,0,nan,nan,nan
112,264.375,0,nan,nan,nan
112,270.0,0,nan,nan,nan
112,275.625,0,nan,nan,nan
112,281.25,0,nan,nan,nan
112,286.875,0,nan,nan,nan
112,292.5,0,nan,nan,nan
112,298.125,0,nan,nan,nan
112,303.75,0,nan,nan,nan
112,309.375,0,nan,nan,nan
112,315.0,0,nan,nan,nan
112,320.625,0,nan,nan,nan
112,326.25,0,nan,nan,nan
112,331.875,0,nan,nan,nan
112,337.5,0,nan,nan,nan
112,343.125,0,nan,nan,nan
112,348.75,0,nan,nan,nan
112,354.375,1,164.16000000000003,2358.7200000000003,0.06506849315068493
144,0.0,8,302.40000000000003,3637.44,0.6140350877192983
144,5.625,18,285.12,4881.6,0.9933110367892977
144,11.25,12,535.6800000000001,4086.7200000000003,1.3906542056074767
144,16.875,3,1378.0800000000002,2756.1600000000003,1.0
144,22.5,5,155.52,2462.4,0.29702970297029696
144,28.125,11,345.6,4527.360000000001,0.7801418439716312
144,33.75,6,444.96000000000004,2963.52,0.7832699619771863
144,39.375,2,263.52000000000004,1296.0,0.3379501385041551
144,45.0,1,nan,nan,nan
144,50.625,0,nan,nan,nan
144,56.25,0,nan,nan,nan
144,61.875,0,nan,nan,nan
144,67.5,0,nan,nan,nan
144,73.125,0,nan,nan,nan
144,78.75,0,nan,nan,nan
144,84.375,0,nan,nan,nan
144,90.0,0,nan,nan,nan
144,95.625,0,nan,nan,nan
144,101.25,0,nan,nan,nan
144,106.875,0,nan,nan,nan
144,112.5,0,nan,nan,nan
144,118.125,0,nan,nan,nan
144,123.75,0,nan,nan,nan
144,129.375,0,nan,nan,nan
144,135.0,0,nan,nan,nan
144,140.625,0,nan,nan,nan
144,146.25,0,nan,nan,nan
144,151.875,0,nan,nan,nan
144,157.5,0,nan,nan,nan
144,163.125,6,190.08,967.6800000000001,0.9850746268656717
144,168.75,3,233.28000000000003,1944.0000000000002,0.3214285714285714
144,174.375,4,375.84000000000003,2367.36,0.5480314960629922
144,180.0,13,177.12,32037.120000000003,0.07147646506638058
144,185.625,7,457.92,28477.440000000002,0.11077933711555688
144,191.25,10,336.96000000000004,24598.08,0.13513513513513514
144,196.875,7,362.88,17651.52,0.1410071942446043
144,202.5,5,371.52000000000004,12018.240000000002,0.1499302649930265
144,208.125,0,nan,nan,nan
144,213.75,0,nan,nan,nan
144,219.375,0,nan,nan,nan
144,225.0,0,nan,nan,nan
144,230.625,0,nan,nan,nan
144,236.25,0,nan,nan,nan
144,241.875,0,nan,nan,nan
144,247.5,0,nan,nan,nan
144,253.125,0,nan,nan,nan
144,258.75,0,nan,nan,nan
144,264.375,0,nan,nan,nan
144,270.0,0,nan,nan,nan
144,275.625,0,nan,nan,nan
144,281.25,0,nan,nan,nan
144,286.875,0,nan,nan,nan
144,292.5,0,nan,nan,nan
144,298.125,0,nan,nan,nan
144,303.75,0,nan,nan,nan
144,309.375,0,nan,nan,nan
144,315.0,0,nan,nan,nan
144,320.625,0,nan,nan,nan
144,326.25,0,nan,nan,nan
144,331.875,0,nan,nan,nan
144,337.5,0,nan,nan,nan
144,343.125,0,nan,nan,nan
144,348.75,0,nan,nan,nan
144,354.375,0,nan,nan,nan
176,0.0,7,803.5200000000001,3283.2000000000003,1.3763213530655392
176,5.625,10,276.48,3870.7200000000003,0.6666666666666666
176,11.25,10,483.84000000000003,5356.8,0.8284023668639053
176,16.875,6,371.52000000000004,3974.4,0.5129224652087475
176,22.5,10,237.60000000000002,5313.6,0.4280155642023346
176,28.125,4,233.28000000000003,4916.160000000001,0.18120805369127518
176,33.75,2,nan,nan,nan
176,39.375,1,nan,nan,nan
176,45.0,1,216.0,518.4000000000001,0.29411764705882354
176,50.625,1,nan,nan,nan
176,56.25,0,nan,nan,nan
176,61.875,0,nan,nan,nan
176,67.5,0,nan,nan,nan
176,73.125,0,nan,nan,nan
176,78.75,0,nan,nan,nan
176,84.375,0,nan,nan,nan
176,90.0,0,nan,nan,nan
176,95.625,0,nan,nan,nan
176,101.25,1,nan,nan,nan
176,106.875,2,nan,nan,nan
176,112.5,2,nan,nan,nan
176,118.125,2,280.8,561.6,0.6666666666666666
176,123.75,2,194.4,1391.0400000000002,0.2452316076294278
176,129.375,2,354.24,855.36,0.5857142857142857
176,135.0,2,155.52,1088.64,0.25
176,140.625,3,358.56,1296.0,0.650130548302872
176,146.25,3,216.0,1330.5600000000002,0.41899441340782123
176,151.875,2,224.64000000000001,1252.8000000000002,0.304093567251462
176,157.5,2,216.0,1581.1200000000001,0.24038461538461536
176,163.125,3,233.28000000000003,1710.72,0.36000000000000004
176,168.75,3,181.44,1918.0800000000002,0.25925925925925924
176,174.375,3,190.08,1391.0400000000002,0.36065573770491804
176,180.0,6,509.76000000000005,31812.480000000003,0.0946271050521251
176,185.625,11,237.60000000000002,30041.280000000002,0.08631759166785562
176,191.25,15,211.68,27388.800000000003,0.11504147753952106
176,196.875,9,319.68,23898.24,0.11880128433820906
176,202.5,8,289.44,17651.52,0.1290633277149049
176,208.125,10,241.92000000000002,13901.76,0.1710445937690898
176,213.75,2,95.04,3049.92,0.06043956043956043
176,219.375,0,nan,nan,nan
176,225.0,0,nan,nan,nan
176,230.625,0,nan,nan,nan
176,236.25,0,nan,nan,nan
176,241.875,0,nan,nan,nan
176,247.5,0,nan,nan,nan
176,253.125,0,nan,nan,nan
176,258.75,0,nan,nan,nan
176,264.375,0,nan,nan,nan
176,270.0,0,nan,nan,nan
176,275.625,0,nan,nan,nan
176,281.25,0,nan,nan,nan
176,286.875,0,nan,nan,nan
176,292.5,0,nan,nan,nan
176,298.125,0,nan,nan,nan
176,303.75,0,nan,nan,nan
176,309.375,0,nan,nan,nan
176,315.0,0,nan,nan,nan
176,320.625,0,nan,nan,nan
176,326.25,0,nan,nan,nan
176,331.875,0,nan,nan,nan
176,337.5,0,nan,nan,nan
176,343.125,0,nan,nan,nan
176,348.75,0,nan,nan,nan
176,354.375,0,nan,nan,nan
208,0.0,10,233.28000000000003,3792.96,0.5793991416309012
208,5.625,10,501.12,2851.2000000000003,1.4948453608247423
208,11.25,9,544.32,3801.6000000000004,1.1272365805168987
208,16.875,8,159.84,4164.4800000000005,0.29570429570429574
208,22.5,9,336.96000000000004,4363.200000000001,0.6452205882352942
208,28.125,1,358.56,717.12,0.3333333333333333
208,33.75,1,99.36000000000001,743.0400000000001,0.11794871794871793
208,39.375,1,436.32000000000005,3309.1200000000003,0.11649365628604383
208,45.0,2,216.0,4536.0,0.09090909090909091
208,50.625,2,302.40000000000003,4043.5200000000004,0.13916500994035785
208,56.25,2,293.76,2687.04,0.19710144927536233
208,61.875,3,259.20000000000005,2410.56,0.2912621359223301
208,67.5,1,90.72,1149.1200000000001,0.07317073170731708
208,73.125,1,220.32000000000002,1373.76,0.13821138211382114
208,78.75,1,315.36,1434.24,0.1802469135802469
208,84.375,0,nan,nan,nan
208,90.0,0,nan,nan,nan
208,95.625,0,nan,nan,nan
208,101.25,0,nan,nan,nan
208,106.875,0,nan,nan,nan
208,112.5,0,nan,nan,nan
208,118.125,0,nan,nan,nan
208,123.75,0,nan,nan,nan
208,129.375,0,nan,nan,nan
208,135.0,0,nan,nan,nan
208,140.625,0,nan,nan,nan
208,146.25,0,nan,nan,nan
208,151.875,0,nan,nan,nan
208,157.5,0,nan,nan,nan
208,163.125,0,nan,nan,nan
208,168.75,0,nan,nan,nan
208,174.375,0,nan,nan,nan
208,180.0,11,371.52000000000004,4259.52,0.8824626865671641
208,185.625,9,570.24,3663.36,1.2122448979591838
208,191.25,9,332.64000000000004,4294.08,0.6470588235294118
208,196.875,6,233.28000000000003,18480.960000000003,0.07479224376731301
208,202.5,8,216.0,12960.0,0.13114754098360656
208,208.125,12,211.68,11603.52,0.2149908592321755
208,213.75,7,216.0,8216.640000000001,0.17930327868852458
208,219.375,3,332.64000000000004,665.2800000000001,1.0
208,225.0,0,nan,nan,nan
208,230.625,0,nan,nan,nan
208,236.25,0,nan,nan,nan
208,241.875,0,nan,nan,nan
208,247.5,0,nan,nan,nan
208,253.125,0,nan,nan,nan
208,258.75,0,nan,nan,nan
208,264.375,0,nan,nan,nan
208,270.0,0,nan,nan,nan
208,275.625,0,nan,nan,nan
208,281.25,0,nan,nan,nan
208,286.875,0,nan,nan,nan
208,292.5,0,nan,nan,nan
208,298.125,0,nan,nan,nan
208,303.75,0,nan,nan,nan
208,309.375,0,nan,nan,nan
208,315.0,0,nan,nan,nan
208,320.625,0,nan,nan,nan
208,326.25,0,nan,nan,nan
208,331.875,0,nan,nan,nan
208,337.5,0,nan,nan,nan
208,343.125,0,nan,nan,nan
208,348.75,0,nan,nan,nan
208,354.375,0,nan,nan,nan
240,0.0,3,181.44,682.5600000000001,0.63
240,5.625,11,349.92,4916.160000000001,0.7309269893355209
240,11.25,7,587.52,24408.0,0.16453508468717593
240,16.875,12,311.04,21902.4,0.16802800466744455
240,22.5,8,198.72000000000003,18714.24,0.08405664687071722
240,28.125,4,155.52,11041.92,0.05555555555555555
240,33.75,4,194.4,7905.6,0.096
240,39.375,3,146.88,1321.92,0.3
240,45.0,1,198.72000000000003,725.76,0.21495327102803738
240,50.625,0,nan,nan,nan
240,56.25,0,nan,nan,nan
240,61.875,0,nan,nan,nan
240,67.5,0,nan,nan,nan
240,73.125,0,nan,nan,nan
240,78.75,0,nan,nan,nan
240,84.375,0,nan,nan,nan
240,90.0,0,nan,nan,nan
240,95.625,0,nan,nan,nan
240,101.25,0,nan,nan,nan
240,106.875,0,nan,nan,nan
240,112.5,0,nan,nan,nan
240,118.125,0,nan,nan,nan
240,123.75,0,nan,nan,nan
240,129.375,0,nan,nan,nan
240,135.0,0,nan,nan,nan
240,140.625,0,nan,nan,nan
240,146.25,0,nan,nan,nan
240,151.875,0,nan,nan,nan
240,157.5,0,nan,nan,nan
240,163.125,0,nan,nan,nan
240,168.75,0,nan,nan,nan
240,174.375,0,nan,nan,nan
240,180.0,8,371.52000000000004,3888.0000000000005,0.6977687626774848
240,185.625,9,293.76,4544.64,0.5464285714285715
240,191.25,10,630.72,3818.88,1.4174757281553398
240,196.875,8,345.6,10100.16,0.26468155500413565
240,202.5,11,164.16000000000003,8994.24,0.1971698113207547
240,208.125,5,276.48,4510.08,0.2888086642599278
240,213.75,5,285.12,3646.0800000000004,0.3626373626373627
240,219.375,4,138.24,7361.280000000001,0.07373271889400922
240,225.0,4,138.24,3542.4,0.15023474178403756
240,230.625,5,172.8,3438.7200000000003,0.23923444976076558
240,236.25,4,293.76,1840.3200000000002,0.5506072874493927
240,241.875,6,233.28000000000003,3516.48,0.3732718894009216
240,247.5,8,172.8,3430.0800000000004,0.38369304556354916
240,253.125,7,151.20000000000002,3421.44,0.2962515114873035
240,258.75,6,280.8,3049.92,0.5058365758754864
240,264.375,2,293.76,1952.64,0.26153846153846155
240,270.0,1,259.20000000000005,1598.4,0.13953488372093023
240,275.625,1,224.64000000000001,1270.0800000000002,0.15028901734104044
240,281.25,1,nan,nan,nan
240,286.875,0,nan,nan,nan
240,292.5,0,nan,nan,nan
240,298.125,0,nan,nan,nan
240,303.75,0,nan,nan,nan
240,309.375,0,nan,nan,nan
240,315.0,0,nan,nan,nan
240,320.625,0,nan,nan,nan
240,326.25,0,nan,nan,nan
240,331.875,0,nan,nan,nan
240,337.5,0,nan,nan,nan
240,343.125,0,nan,nan,nan
240,348.75,0,nan,nan,nan
240,354.375,0,nan,nan,nan
240,0.0,2,181.44,682.5600000000001,0.42
240,5.625,12,349.92,4916.160000000001,0.7973748974569319
240,11.25,7,587.52,24408.0,0.16453508468717593
240,16.875,12,311.04,21902.4,0.16802800466744455
240,22.5,8,198.72000000000003,18714.24,0.08405664687071722
240,28.125,4,155.52,11041.92,0.05555555555555555
240,33.75,4,194.4,7905.6,0.096
240,39.375,3,146.88,1321.92,0.3
240,45.0,1,198.72000000000003,725.76,0.21495327102803738
240,50.625,0,nan,nan,nan
240,56.25,0,nan,nan,nan
240,61.875,0,nan,nan,nan
240,67.5,0,nan,nan,nan
240,73.125,0,nan,nan,nan
240,78.75,0,nan,nan,nan
240,84.375,0,nan,nan,nan
240,90.0,0,nan,nan,nan
240,95.625,0,nan,nan,nan
240,101.25,0,nan,nan,nan
240,106.875,0,nan,nan,nan
240,112.5,0,nan,nan,nan
240,118.125,0,nan,nan,nan
240,123.75,0,nan,nan,nan
240,129.375,0,nan,nan,nan
240,135.0,0,nan,nan,nan
240,140.625,0,nan,nan,nan
240,146.25,0,nan,nan,nan
240,151.875,0,nan,nan,nan
240,157.5,0,nan,nan,nan
240,163.125,0,nan,nan,nan
240,168.75,0,nan,nan,nan
240,174.375,0,nan,nan,nan
240,180.0,9,371.52000000000004,3888.0000000000005,0.7849898580121704
240,185.625,9,293.76,4544.64,0.5464285714285715
240,191.25,10,630.72,3818.88,1.4174757281553398
240,196.875,8,345.6,10100.16,0.26468155500413565
240,202.5,11,164.16000000000003,8994.24,0.1971698113207547
240,208.125,5,276.48,4510.08,0.2888086642599278
240,213.75,5,285.12,3646.0800000000004,0.3626373626373627
240,219.375,4,138.24,7361.280000000001,0.07373271889400922
240,225.0,4,138.24,3542.4,0.15023474178403756
240,230.625,5,172.8,3438.7200000000003,0.23923444976076558
240,236.25,4,293.76,1840.3200000000002,0.5506072874493927
240,241.875,6,233.28000000000003,3516.48,0.3732718894009216
240,247.5,8,172.8,3430.0800000000004,0.38369304556354916
240,253.125,7,151.20000000000002,3421.44,0.2962515114873035
240,258.75,6,280.8,3049.92,0.5058365758754864
240,264.375,2,293.76,1952.64,0.26153846153846155
240,270.0,1,259.20000000000005,1598.4,0.13953488372093023
240,275.625,1,224.64000000000001,1270.0800000000002,0.15028901734104044
240,281.25,1,nan,nan,nan
240,286.875,0,nan,nan,nan
240,292.5,0,nan,nan,nan
240,298.125,0,nan,nan,nan
240,303.75,0,nan,nan,nan
240,309.375,0,nan,nan,nan
240,315.0,0,nan,nan,nan
240,320.625,0,nan,nan,nan
240,326.25,0,nan,nan,nan
240,331.875,0,nan,nan,nan
240,337.5,0,nan,nan,nan
240,343.125,0,nan,nan,nan
240,348.75,0,nan,nan,nan
240,354.375,0,nan,nan,nan
272,0.0,4,207.36,28771.2,0.028622540250447227
272,5.625,1,259.20000000000005,1995.8400000000001,0.1149425287356322
272,11.25,1,56.160000000000004,112.32000000000001,0.3333333333333333
272,16.875,3,112.32000000000001,17876.16,0.018731988472622477
272,22.5,0,nan,nan,nan
272,28.125,0,nan,nan,nan
272,33.75,0,nan,nan,nan
272,39.375,0,nan,nan,nan
