z,theta_deg,counted,pitch_ref_um,ratio_naive,ratio_va,void_fraction,n_fragment,n_ambiguous
16,126.0,42.0,535.6999999999998,0.8726853827118353,0.8726853827118352,0.0,8,1
16,132.0,34.0,985.0,1.3586206896551725,1.3586206896551725,0.0,16,0
16,138.0,37.0,552.9000000000015,0.8238513489023955,0.8238513489023955,0.0,9,4
16,144.0,47.0,319.7000000000007,0.6806688048126419,0.901552196895608,0.29268920502861334,12,4
16,150.0,39.0,570.3000000000011,0.9125361560711446,0.9125361560711446,0.0,10,3
16,156.0,37.0,578.9000000000001,0.8747641490169814,0.8747641490169814,0.0,5,1
16,162.0,26.0,833.7500000000001,0.8323014753169965,0.8323014753169965,0.0,5,3
16,168.0,36.0,518.4000000000015,0.7384615384615405,0.7384615384615405,0.0,8,6
16,174.0,34.0,613.4500000000007,0.7513341870689679,0.7513341870689679,0.0,7,5
16,180.0,28.0,825.1000000000004,0.6986135260587554,0.8947464224162975,0.27599211025790527,3,2
16,186.0,47.0,388.8000000000011,0.557606456829869,0.8075622787595972,0.37326720749041914,6,5
16,192.0,43.0,557.2999999999993,0.7896368788717534,0.8962990668187673,0.15864346927061132,10,4
16,198.0,54.0,285.1000000000022,0.5357418762136131,0.8207728232358829,0.43091576894012623,7,7
16,204.0,49.0,354.1999999999998,0.629513024932717,0.8276884925366013,0.3076205173427396,11,6
16,210.0,46.0,324.0,0.5255140898705255,0.7853386588540295,0.3808922558922559,2,4
16,216.0,60.0,328.30000000000155,0.7126808566063573,0.8606519772974571,0.2100582183003186,13,7
16,222.0,86.0,267.85000000000036,0.8246509971127506,0.9309010525379938,0.13460544436532407,20,4
16,228.0,79.0,298.10000000000036,0.8537769366860999,0.9010521885521897,0.06396531440236611,19,6
16,234.0,90.0,216.0,0.712928802470313,0.8487378081258787,0.17725992355407036,12,8
16,240.0,85.0,259.1999999999989,0.8054339004613517,0.8429752066115668,0.05452666543642737,17,8
16,246.0,80.0,246.25,0.715771498124279,0.8555657374151491,0.19195277986545192,16,6
16,252.0,66.0,319.7000000000007,0.7605566789580129,0.8497352153514708,0.11783002836993228,14,5
16,258.0,72.0,272.14999999999964,0.7117268132510747,0.8497274513120053,0.19397854669249295,14,7
16,264.0,99.0,198.70000000000073,0.7016242937853133,0.8760203604494292,0.22904939633092772,17,6
16,270.0,89.0,259.2000000000007,0.8250938874780952,1.0033795686156843,0.2261352067523952,22,2
16,276.0,77.0,241.89999999999782,0.6705510915269798,0.815680109304447,0.21462682989718798,11,8
16,282.0,87.0,216.0,0.6893819334389857,0.8689540368075465,0.24823985327180223,16,4
16,288.0,77.0,267.90000000000146,0.7569851672990727,1.0082307342655685,0.3112401649946077,14,2
16,294.0,80.0,267.89999999999986,0.7756561518305655,0.8906768179664705,0.15977473147948504,17,4
16,300.0,76.0,216.0,0.5978607249644,0.8366375487987606,0.32730830081602247,16,7
16,306.0,76.0,259.1999999999989,0.707855720928224,0.9429244289570892,0.2986485408158083,11,4
16,312.0,80.0,207.3999999999989,0.6092541116941359,0.8182185795583394,0.2957200315253147,9,7
16,318.0,74.0,246.25000000000028,0.6583689358973208,0.9466233766233777,0.3521252551764363,12,2
16,324.0,70.0,337.0,0.8492454351707851,0.9968265504899622,0.18671238967077988,18,1
16,330.0,57.0,311.04999999999984,0.634724332916266,0.8420471464903715,0.2940290564439345,14,6
16,336.0,67.0,250.59999999999923,0.5979415954415936,0.7374958821074803,0.22695063494002737,13,10
16,342.0,59.0,423.39999999999964,0.859473593669361,0.8998645552657736,0.06033182503770739,12,4
16,348.0,74.0,341.30000000000155,0.8647132938002475,0.8647132938002478,0.0,17,6
16,354.0,64.0,358.5499999999993,0.688330991122595,0.9596861715141245,0.35106082980329856,14,4
48,0.0,69.0,423.39999999999964,0.9065199582960969,0.9065199582960969,0.0,16,3
48,6.0,90.0,337.0,0.9822082035272706,0.9822082035272706,0.0,15,0
48,12.0,82.0,272.2000000000007,0.7648792389725052,0.7929347652322831,0.04513064954651431,11,9
48,18.0,91.0,263.49999999999955,0.8750702508594311,0.8750702508594311,0.0,16,6
48,24.0,80.0,285.1500000000001,0.8631150006526714,0.8631150006526714,0.0,11,4
48,30.0,82.0,302.39999999999964,0.9487603305785112,0.9487603305785112,0.0,21,6
48,36.0,90.0,216.0,0.7596212834629977,0.7933722401338612,0.05141533041453039,13,6
48,42.0,86.0,246.20000000000073,0.8137466659492556,0.8848527906053476,0.10023202396287617,15,6
48,48.0,89.0,241.89999999999964,0.8143117586540778,0.9024946447510164,0.11708052602446893,11,4
48,54.0,105.0,216.0,0.8600910907760161,0.8877233497074193,0.03964318078406932,19,6
48,60.0,99.0,293.7999999999993,1.090171061903117,1.090171061903117,0.0,25,1
48,66.0,124.0,181.39999999999964,0.8349703408390668,0.8349703408390668,0.0,10,7
48,72.0,113.0,177.10000000000036,0.7366020818303632,0.7527609346553736,0.028168335722992193,11,11
48,78.0,115.0,190.0,0.7912853588669226,0.8343643556492383,0.06584546717572272,6,7
48,84.0,125.0,185.75,0.838096458472828,0.8789404449828234,0.06028330135472991,15,6
48,90.0,122.0,207.30000000000018,0.9026103342684004,0.9026103342684004,0.0,18,8
48,96.0,117.0,216.0,0.9050149689876954,0.9050149689876954,0.0,16,4
48,102.0,109.0,198.70000000000005,0.7848319146546071,0.8083687286788146,0.036580113441421445,13,9
48,108.0,127.0,207.39999999999873,0.962001738482547,0.9856381625230073,0.03179650238473768,21,1
48,114.0,110.0,233.29999999999973,0.9349236592554262,0.9349236592554263,0.0,24,7
48,120.0,113.0,190.09999999999854,0.7945854571548991,0.8672025126358388,0.10557469872785864,23,8
48,126.0,100.0,207.39999999999964,0.781653381574235,0.8076890124697201,0.040366784293913674,10,5
48,132.0,103.0,181.39999999999964,0.7230111987369483,0.8288763885438463,0.1569007981045019,12,6
48,138.0,87.0,280.8000000000011,0.9724849527085163,0.9724849527085163,0.0,14,2
48,144.0,83.0,276.4500000000007,0.9211615008942522,0.9542630307214384,0.04630024317269321,22,6
48,150.0,94.0,250.5,0.9509252005072248,0.9870927985445339,0.04723458593243226,31,3
48,156.0,81.0,250.54999999999927,0.8144615785935707,0.8476724516007745,0.04973405980411232,12,5
48,162.0,92.0,267.7999999999993,0.9540249913842815,0.9540249913842815,0.0,22,2
48,168.0,96.0,259.2000000000007,0.9119702694877448,0.9558586832511943,0.05594633296208445,21,5
48,174.0,87.0,233.29999999999927,0.6611863965079138,0.7600088368331164,0.15399790577291095,14,13
48,180.0,89.0,319.65000000000146,0.8662693947896929,0.9327751757016219,0.09165769810276436,20,6
48,186.0,88.0,233.3000000000011,0.6791084766170304,0.765277291127731,0.14458249022438083,12,11
48,192.0,86.0,267.8000000000002,0.7900409585817495,0.9236334469621019,0.17379412538603217,16,5
48,198.0,66.0,250.5,0.5922452517928914,0.8608112962934035,0.36914474088479055,14,5
48,204.0,70.0,267.79999999999995,0.6954115303431057,0.909730613750297,0.2881197801333138,18,6
48,210.0,77.0,229.00000000000057,0.6655318442248626,0.8060099922749586,0.2194010416666667,11,7
48,216.0,79.0,241.90000000000146,0.7254226865173103,0.8005135659320681,0.11320805317702047,10,6
48,222.0,61.0,302.39999999999964,0.7100094301495343,0.8455445544554444,0.17395757474267953,15,5
48,228.0,76.0,241.89999999999782,0.7181322093881648,0.891053789707343,0.214993848192315,13,8
48,234.0,83.0,241.89999999999964,0.7914858221870048,0.9243451038165815,0.16437282091286834,18,4
48,240.0,80.0,241.89999999999782,0.7723499361430326,0.8888154027042837,0.15180885061315944,12,5
48,246.0,79.0,246.25,0.7722821998455733,0.9346563337785508,0.205057790143403,16,3
48,252.0,84.0,224.70000000000073,0.7525237221912153,0.9049493462720514,0.20611651305652667,12,2
48,258.0,87.0,224.6999999999989,0.7688063364218372,0.9208712733233736,0.18443512452932,12,2
48,264.0,89.0,207.35000000000127,0.7274850642861552,0.8285100498790113,0.1476647177828035,6,7
48,270.0,78.0,237.59999999999854,0.7357234447139483,0.7777381436982467,0.06405822308965504,6,11
48,276.0,85.0,194.39999999999964,0.6678873273593702,0.9386449747501987,0.3382587192367078,12,2
48,282.0,81.0,190.0,0.618705903636254,0.8156062195936278,0.27406267090684433,3,5
48,288.0,74.0,233.29999999999927,0.6916469692720623,0.7957649423141606,0.15094408295150782,7,6
48,294.0,66.0,293.80000000000007,0.7725664563013963,0.882884851796203,0.1501205382698929,10,2
48,300.0,63.0,259.2000000000007,0.6583082715860274,0.7599545784545526,0.14572520390121485,12,8
48,306.0,78.0,224.60000000000036,0.7074815646428843,0.8654122598588189,0.21162216353677615,11,4
48,312.0,61.0,414.7999999999993,0.9991667950039272,1.068814760683795,0.08290142959801838,18,2
48,318.0,69.0,181.4,0.499718532536441,0.8345178883362447,0.4697718562368544,8,4
48,324.0,61.0,337.0,0.7944181660792679,0.7944181660792679,0.0,11,7
48,330.0,52.0,466.59999999999854,0.9216405012516068,0.98673010837959,0.0851988630870666,16,2
48,336.0,69.0,345.5999999999993,0.8958110285913903,0.8958110285913903,0.0,20,6
48,342.0,47.0,259.1999999999971,0.4582381993056262,0.7738738795967426,0.4808004223945058,7,7
48,348.0,74.0,345.60000000000036,0.9278996865203771,0.927899686520377,0.0,23,6
48,354.0,63.0,336.9,0.7582010109489703,0.9917667014004083,0.2870996434847378,16,2
80,0.0,13.0,241.89999999999964,0.34829656211235116,0.8942698706099802,0.6548612138524392,2,1
80,6.0,14.0,285.14999999999964,0.43754075811463183,1.1269001143244266,0.6959881431868581,3,0
80,12.0,45.0,276.4500000000007,0.8971021442762235,0.8971021442762235,0.0,7,3
80,18.0,50.0,319.70000000000255,0.7954081784978617,0.9497525355451719,0.1813024285909318,12,3
80,24.0,21.0,302.40000000000146,0.9374944639641011,0.9374944639641011,0.0,5,2
80,48.0,11.0,181.45000000000255,0.8750520616409941,0.8750520616409941,0.0,1,1
80,54.0,9.0,302.35000000000036,0.7663160562666332,0.7663160562666332,0.0,2,2
80,60.0,18.0,138.20000000000073,0.7234339556796412,0.7234339556796412,0.0,2,2
80,66.0,13.0,164.09999999999854,0.8633346823148447,0.8633346823148447,0.0,1,1
80,72.0,4.0,332.64999999999964,0.7048229467383523,0.7048229467383523,0.0,0,1
80,156.0,16.0,103.70000000000073,0.5836909871244672,0.7934959349593544,0.35014056738106586,2,2
80,162.0,55.0,276.4499999999998,0.7530216698486746,0.8452554014125802,0.13839680244235544,9,4
80,168.0,60.0,250.5,0.8594808804103549,0.8594808804103549,0.0,6,2
80,174.0,48.0,276.40000000000146,0.8052244422325306,0.9091606819801592,0.13333333333333333,6,2
80,180.0,30.0,293.7000000000007,0.5300391618992631,0.7961003641226287,0.37618802665098955,5,4
80,186.0,12.0,216.0,0.4687500000000001,0.8571428571428571,0.5121951219512194,3,1
80,192.0,25.0,207.29999999999927,0.5767561431623913,0.7612144179078147,0.2716585215816275,6,5
80,198.0,23.0,259.2000000000007,0.683168316831685,0.800461887562605,0.18163029100529074,6,2
80,204.0,36.0,133.94999999999982,0.5458404314926218,0.695031781035153,0.2641457387506466,2,6
80,210.0,33.0,276.5,1.0293072523604858,1.0293072523604858,0.0,6,1
80,216.0,24.0,216.0,0.7444211493724693,0.7444211493724693,0.0,4,3
80,222.0,27.0,220.30000000000018,0.8686908517350164,0.8686908517350164,0.0,3,2
80,228.0,30.0,164.10000000000036,0.8354688162918984,0.8354688162918984,0.0,3,1
80,234.0,22.0,224.60000000000036,0.7998575498575512,0.7998575498575512,0.0,4,1
80,240.0,27.0,233.25,1.0081803846861919,1.0081803846861919,0.0,6,1
80,246.0,25.0,280.8000000000002,1.1122554067971169,1.1122554067971169,0.0,7,0
80,252.0,15.0,406.0500000000002,1.2050510946016804,1.2050510946016804,0.0,6,1
80,258.0,17.0,233.29999999999927,0.7019024865056169,0.8661119846261333,0.24082551871815705,2,1
80,264.0,20.0,190.09999999999945,0.7155089673861885,0.7155089673861885,0.0,0,2
80,270.0,18.0,311.10000000000036,1.057304155731361,1.057304155731361,0.0,3,0
80,276.0,17.0,354.1999999999998,1.1222648823946022,1.1222648823946022,0.0,3,0
80,282.0,14.0,311.0,1.1531941943002435,1.1531941943002435,0.0,2,0
80,288.0,16.0,354.2000000000003,1.0579450418160101,1.0579450418160101,0.0,3,0
80,294.0,14.0,332.64999999999964,0.852191734448337,0.852191734448337,0.0,2,1
80,300.0,21.0,285.10000000000036,0.978748099589676,0.978748099589676,0.0,4,0
80,306.0,14.0,349.9500000000003,0.7321403220383313,0.7321403220383313,0.0,4,3
80,312.0,28.0,241.89999999999964,1.0141494602242938,1.0141494602242938,0.0,3,1
80,318.0,29.0,224.60000000000036,0.826605073797227,0.826605073797227,0.0,4,2
80,324.0,26.0,276.5,0.8189512775822199,0.8189512775822199,0.0,4,2
80,330.0,38.0,224.59999999999854,0.9266682591040311,0.9266682591040311,0.0,6,2
80,336.0,44.0,285.2000000000007,1.0501790914872988,1.0501790914872988,0.0,11,1
80,342.0,50.0,250.60000000000036,0.7985876534397277,0.8908068449228286,0.1376654835617503,10,5
80,348.0,49.0,259.2000000000007,0.7989130434782632,0.9286179087672122,0.15856481481481488,8,2
80,354.0,54.0,215.9499999999989,0.7712525504383242,0.8096550670702877,0.06260735373054203,11,5
112,0.0,9.0,518.4000000000015,0.8477206243072865,0.8477206243072865,0.0,1,1
112,6.0,13.0,388.8000000000029,1.0034345158920879,1.0034345158920879,0.0,2,0
112,12.0,14.0,345.59999999999854,0.8777461313789127,0.8777461313789127,0.0,2,0
112,18.0,18.0,172.75,0.6664809079315406,0.6664809079315406,0.0,3,4
112,24.0,18.0,172.85000000000036,0.7033173212771984,0.7033173212771984,0.0,3,3
112,30.0,22.0,216.0,0.9683138053998981,0.9683138053998981,0.0,7,2
112,36.0,7.0,233.29999999999927,0.5026933850463249,0.8513710770514002,0.5186044969158319,1,1
112,42.0,10.0,155.5,0.8070794622930401,0.8070794622930401,0.0,0,1
112,48.0,3.0,561.5999999999999,1.0,1.0,0.0,0,0
112,66.0,9.0,216.04999999999973,0.9376944035878754,0.9376944035878754,0.0,1,0
112,72.0,8.0,267.8000000000002,1.1271043771043778,1.1271043771043778,0.0,2,0
112,78.0,6.0,198.70000000000027,0.70398582816652,0.70398582816652,0.0,0,1
112,84.0,9.0,164.20000000000027,0.8222791008235045,0.8222791008235045,0.0,0,1
112,90.0,7.0,345.5999999999999,1.089484350371538,1.089484350371538,0.0,1,0
112,96.0,8.0,224.69999999999982,0.9164882226980722,0.9164882226980722,0.0,0,0
112,102.0,9.0,194.39999999999998,0.8709677419354839,0.8709677419354839,0.0,0,0
112,108.0,15.0,129.60000000000002,1.0000000000000002,1.0000000000000002,0.0,4,0
112,114.0,6.0,423.35,1.1093835302338786,1.1093835302338786,0.0,1,0
112,120.0,7.0,146.9000000000001,0.6723991368600017,0.6723991368600017,0.0,0,2
112,126.0,10.0,133.95000000000005,0.6905885082360221,0.6905885082360221,0.0,1,2
112,132.0,7.0,181.4000000000001,0.7901680149346614,0.7901680149346614,0.0,0,1
112,138.0,3.0,466.55000000000007,1.0,1.0,0.0,0,0
112,144.0,4.0,362.8000000000002,1.043278217109993,1.043278217109993,0.0,0,0
112,150.0,5.0,380.1999999999998,1.2222722304378573,1.2222722304378573,0.0,1,0
112,156.0,3.0,380.0999999999999,1.3199444380136591,1.3199444380136591,0.0,1,0
112,162.0,5.0,432.0,1.2754650132860939,1.2754650132860939,0.0,1,0
112,168.0,4.0,492.5,0.9421780094696064,0.9421780094696064,0.0,0,0
112,174.0,8.0,203.0,0.7564042850489054,0.7564042850489054,0.0,0,1
112,180.0,19.0,241.9000000000001,0.1386748332981324,0.7963441046521709,0.8466373464716986,1,3
112,186.0,16.0,453.60000000000036,0.2428793735254256,1.0357494541251022,0.7927171153904967,3,1
112,192.0,29.0,298.099999999999,0.3313682273798789,0.9529105719734099,0.6713544574725478,8,2
112,198.0,25.0,233.30000000000018,0.27143435546847755,0.8534158582444439,0.7004055630834086,2,2
112,204.0,26.0,332.59999999999945,0.6608687677681645,0.9473603488130047,0.3624594200398351,6,1
112,210.0,7.0,760.3999999999996,0.6484892787524363,1.3509644670050756,0.6751705247327997,2,0
112,354.0,11.0,254.89999999999964,0.8854887099320999,0.8854887099320999,0.0,1,0
144,0.0,8.0,302.40000000000146,0.6140257366938274,1.048680046816078,0.5320687285223372,2,0
144,6.0,13.0,358.5500000000011,0.8865968596346094,0.8865968596346094,0.0,1,0
144,12.0,5.0,941.6999999999971,1.112174036281176,1.112174036281176,0.0,1,0
144,18.0,9.0,276.5,0.6386172915543921,0.6386172915543921,0.0,1,2
144,24.0,6.0,626.3999999999996,1.0369430266243613,1.0369430266243613,0.0,1,0
144,30.0,14.0,190.10000000000036,0.5480981114978283,0.6299171597633145,0.17592592592592576,0,3
144,36.0,8.0,224.60000000000036,0.7702662151155323,0.7702662151155323,0.0,2,1
144,42.0,5.0,233.30000000000064,0.9311143039591336,0.9311143039591336,0.0,0,0
144,162.0,4.0,133.9000000000001,0.6424373275758668,0.6424373275758668,0.0,0,1
144,168.0,4.0,833.75,1.1931808017745658,1.1931808017745658,0.0,1,0
144,174.0,5.0,535.7,0.9422711602054458,0.9422711602054458,0.0,0,0
144,180.0,27.0,190.0,0.1591827995693066,0.8796597962893107,0.8298285425335004,6,3
144,186.0,19.0,371.5,0.23700557383654558,0.9326154455968814,0.7805545638462454,2,0
144,192.0,21.0,432.0,0.362569640387828,0.9528210729739948,0.6479295956794391,2,0
144,198.0,31.0,181.44999999999982,0.37394339277701105,0.895493042952208,0.6505773578811371,8,2
144,204.0,11.0,121.0,0.8023388992706003,0.8023388992706003,0.0,0,1
176,0.0,5.0,872.6999999999971,1.0499530787555023,1.0499530787555023,0.0,1,0
176,6.0,11.0,345.59999999999854,0.9777777777777745,0.9777777777777745,0.0,2,0
176,12.0,14.0,371.5,0.9539968450786898,0.9539968450786898,0.0,4,1
176,18.0,8.0,414.7499999999991,0.7885449468243108,0.7885449468243108,0.0,3,2
176,24.0,20.0,168.5,0.561619865011249,0.904989526827434,0.4770576131687241,1,0
176,30.0,14.0,311.09999999999854,0.6712284432937231,0.6712284432937231,0.0,2,3
176,36.0,4.0,164.15000000000055,0.6178892391662372,0.6178892391662372,0.0,0,1
176,120.0,3.0,280.79999999999995,1.0,1.0,0.0,0,0
176,126.0,7.0,172.79999999999995,1.0605874616396316,1.0605874616396316,0.0,2,0
176,132.0,7.0,272.20000000000005,1.110955629409364,1.110955629409364,0.0,2,0
176,138.0,6.0,293.75,1.1656360570086968,1.1656360570086968,0.0,1,0
176,144.0,8.0,216.0,0.9804255319148937,0.9804255319148935,0.0,0,0
176,150.0,4.0,328.3000000000002,0.8444473024242817,0.8444473024242817,0.0,0,0
176,156.0,9.0,216.0,1.0613091663482013,1.0613091663482013,0.0,1,0
176,162.0,9.0,241.9000000000001,1.1149749052545328,1.1149749052545328,0.0,1,0
176,168.0,6.0,233.30000000000004,0.6480555555555556,0.9760145028587367,0.4977941558104531,0,0
176,174.0,9.0,198.7,1.1248584727638695,1.1248584727638695,0.0,3,0
176,180.0,8.0,509.79999999999995,0.12617913947955436,0.9365513123751349,0.8951638506876228,2,1
176,186.0,21.0,293.6999999999971,0.20477839496130137,0.8726971729348766,0.7827340638118102,4,2
176,192.0,29.0,146.89999999999895,0.15712794561877708,0.823128200173891,0.8353074680887359,4,3
176,198.0,19.0,164.20000000000005,0.14460858158625395,0.833881271215888,0.8636004838882947,2,1
176,204.0,21.0,164.0999999999999,0.2110352429651856,1.0929244235831403,0.8963094015613595,3,0
176,210.0,18.0,388.8000000000002,0.5818955840657196,0.997534102085323,0.46399326350521125,5,2
208,0.0,16.0,233.29999999999927,0.9271042892978637,0.9271042892978637,0.0,1,0
208,6.0,10.0,414.6999999999989,1.016895122728719,1.016895122728719,0.0,2,1
208,12.0,14.0,315.40000000000146,1.021089630931463,1.021089630931463,0.0,2,0
208,18.0,12.0,228.95000000000073,0.5714048022628263,0.855954513591404,0.4490522361984632,2,1
208,24.0,16.0,172.79999999999927,0.6971607241918374,0.8791096979332236,0.26195623517004973,1,0
208,36.0,8.0,280.85000000000014,0.6125826460363986,1.280957810718358,0.6479671676164043,3,0
208,42.0,14.0,190.10000000000014,0.6210243845525614,0.9686271655262779,0.4683547394637886,0,0
208,48.0,13.0,198.69999999999982,0.6027675362859938,0.6027675362859938,0.0,2,4
208,54.0,17.0,207.39999999999964,0.9108946702146883,0.9108946702146883,0.0,1,0
208,60.0,9.0,285.0999999999999,0.916589269129099,0.916589269129099,0.0,2,1
208,66.0,10.0,164.20000000000027,0.8880475932936737,0.8880475932936737,0.0,2,1
208,72.0,8.0,272.14999999999986,1.2203009836616872,1.2203009836616872,0.0,2,0
208,78.0,3.0,483.8499999999999,1.0,1.0,0.0,0,0
208,180.0,11.0,457.90000000000146,1.067727985754868,1.067727985754868,0.0,3,0
208,186.0,15.0,198.79999999999927,0.693037092126055,0.8296238593367435,0.22105263157894756,3,0
208,192.0,15.0,406.1000000000022,1.0650034092697225,1.0650034092697225,0.0,3,0
208,198.0,14.0,410.4500000000003,0.3001940763610815,0.8515686361682898,0.6835811333849398,2,2
208,204.0,27.0,246.20000000000073,0.45190895741556664,1.0539550665123456,0.6660605390157225,7,1
208,210.0,28.0,354.1999999999989,0.8836616681368198,1.3224524628636924,0.4077890533714843,11,0
208,216.0,15.0,423.3499999999999,0.7877598109450883,1.2716013536514548,0.45701641834035983,6,0
240,0.0,5.0,181.45000000000073,1.0499971066489258,1.0499971066489258,0.0,0,0
240,6.0,15.0,233.3000000000029,0.124972323603147,0.6876596580860755,0.8335403995116839,5,5
240,12.0,11.0,527.1000000000022,0.23505207298731615,1.1772791878172628,0.8396533582986057,3,0
240,18.0,22.0,276.5,0.2914123655038277,0.8139425971766909,0.6640158852687436,4,3
240,24.0,27.0,241.94999999999982,0.3672142666423077,1.0244883556810158,0.6917733277105962,10,2
240,30.0,11.0,522.7499999999998,0.708390053404128,1.2463154016212228,0.5301530034498195,5,0
240,36.0,11.0,125.29999999999995,0.18517075529999724,0.7819698173153294,0.7933889944111177,1,1
240,42.0,3.0,505.39999999999986,1.0,1.0,0.0,0,0
240,180.0,12.0,371.6000000000022,1.0468588599868587,1.0468588599868587,0.0,3,0
240,186.0,16.0,237.59999999999854,0.8095572733661226,0.8095572733661226,0.0,1,0
240,192.0,12.0,496.7999999999993,1.078964038151773,1.078964038151773,0.0,2,0
240,198.0,19.0,311.10000000000036,0.746052581756681,1.0460473923584699,0.38025171444336425,4,1
240,204.0,21.0,263.5499999999993,0.6732169248453647,0.9440838571562574,0.3626515865535657,4,1
240,210.0,18.0,224.65000000000055,0.8747958333784053,0.8747958333784053,0.0,3,1
240,216.0,12.0,298.10000000000036,1.0110511291371087,1.0110511291371087,0.0,3,0
240,222.0,16.0,129.60000000000014,0.6185419401026138,0.8790910632525022,0.3485168176740722,1,1
240,228.0,8.0,384.5500000000004,0.8868133927155858,0.8868133927155858,0.0,3,1
240,234.0,15.0,121.0,0.5278157443219821,0.8573857999905521,0.47135063447569103,2,1
240,240.0,11.0,172.79999999999927,0.5104326109723657,0.7028546073066088,0.33575511813240966,0,2
240,246.0,16.0,224.6500000000001,0.9834872426294554,0.9834872426294552,0.0,2,0
240,252.0,15.0,259.1999999999998,1.0975609756097555,1.0975609756097553,0.0,4,0
240,258.0,12.0,216.0,0.7873872231841793,0.7873872231841793,0.0,3,1
240,264.0,6.0,302.39999999999986,0.7692372917284942,0.7692372917284942,0.0,1,1
240,270.0,6.0,250.54999999999995,0.8130560588442086,0.8130560588442086,0.0,0,0
240,276.0,7.0,224.64999999999998,1.0055631934009017,1.0055631934009017,0.0,0,0
240,282.0,4.0,129.60000000000002,0.7499999999999999,0.7499999999999999,0.0,0,0
272,0.0,10.0,207.4000000000001,0.07157005514414087,0.8542009884678744,0.9300272494716939,2,1
272,6.0,6.0,328.30000000000007,0.9230120425472097,0.9230120425472097,0.0,2,1
272,18.0,7.0,362.85000000000036,0.14147026141879657,1.18068564787914,0.9395887693208499,2,0
272,144.0,4.0,276.5,1.094074587001681,1.094074587001681,0.0,0,0
272,162.0,3.0,10998.699999999999,1.4825310245050907,1.4825310245050907,0.0,1,0
272,168.0,4.0,1010.8999999999996,0.3238792461293241,1.2479861732662574,0.893820812271222,1,0
272,174.0,6.0,95.05000000000018,0.048534311451901936,0.8049400141143276,0.9555227619815708,0,1
272,180.0,3.0,10592.6,1.4830658371874867,1.4830658371874867,0.0,1,0
272,192.0,3.0,10817.2,1.4764149226569612,1.476414922656961,0.0,1,0
272,204.0,3.0,112.29999999999973,1.0,1.0,0.0,0,0
272,228.0,7.0,190.10000000000036,0.48894032921810787,1.1240919074167945,0.7576535650799922,1,0
272,234.0,8.0,194.4000000000001,0.6728971962616825,0.6728971962616825,0.0,1,1
272,240.0,12.0,155.5999999999999,0.8507768715541983,0.8507768715541983,0.0,1,1
272,288.0,6.0,77.79999999999995,0.8713832368863168,0.8713832368863168,0.0,1,0
272,294.0,7.0,181.45000000000005,1.0208978017120125,1.0208978017120125,0.0,0,0
272,300.0,3.0,660.9499999999999,1.0,1.0,0.0,0,0
272,306.0,5.0,419.04999999999995,1.0000477292795265,1.0000477292795265,0.0,0,0
272,312.0,6.0,289.4000000000001,0.7375440683005566,0.7375440683005566,0.0,0,0
272,318.0,6.0,198.70000000000005,0.5167974337855997,0.7795723533642843,0.4630964804098283,2,1
272,324.0,6.0,492.5,1.065440778799351,1.065440778799351,0.0,0,0
272,330.0,5.0,164.20000000000005,0.5589216420450679,0.9406507791017416,0.5827393270483635,0,0
272,336.0,6.0,380.0999999999999,0.9776653663137135,0.9776653663137135,0.0,0,0
272,342.0,7.0,375.8499999999999,1.3504170409341716,1.3504170409341716,0.0,2,0
